election_id,candidate_id,candidate_name,affiliation_id,affiliation_party,overview
ma.uscongress.essexsouth.1824,WS0087,Stephen White,NA,NA,43
ma.uscongress.essexsouth.1824,NA0024,Asa T. Newhall,NA,NA,33
ma.uscongress.essexsouth.1824,NA,scattering,NA,NA,109
ma.uscongress.franklin.ballot2.1825,AS0024,Samuel C. Allen,A07,Adams/Clay,1727
ma.uscongress.franklin.ballot2.1825,GG0026,"George Grennall, Jr.",A03,Democratic-Republican,1348
ma.uscongress.franklin.ballot2.1825,LE0021,Elihu Lyman,NA,NA,17
ma.uscongress.franklin.ballot2.1825,NA,scattering,NA,NA,10
ma.uscongress.hampden.ballot3.1825,LS0046,Samuel Lathrop,A07,Adams/Clay,1920
ma.uscongress.hampden.ballot3.1825,FJ0127,James Fowler,A03,Democratic-Republican,1216
ma.uscongress.hampden.ballot3.1825,ST0058,Thomas Shepard,A03,Democratic-Republican,73
ma.uscongress.hampden.ballot3.1825,FS0045,Samuel Fowler,NA,NA,5
ma.uscongress.hampden.ballot3.1825,PE0040,Edward Pynchon,NA,NA,2
ma.uscongress.hampden.ballot3.1825,LL0044,Levi Lincoln,NA,NA,1
ma.uscongress.hampden.ballot3.1825,MM0019,Marcus Morton,NA,NA,1
ma.uscongress.hampden.ballot3.1825,NA,scattering,NA,NA,67
ma.uscongress.middlesex.1824,EE0018,Edward Everett,A03,Democratic-Republican,1905
ma.uscongress.middlesex.1824,KJ0100,John Keyes,A03,Democratic-Republican,1357
ma.uscongress.middlesex.1824,TL0017,Levi Thaxter,NA,NA,46
ma.uscongress.middlesex.1824,NA,scattering,NA,NA,50
ma.uscongress.norfolk.ballot3.1825,BJ0321,John Bailey,A07,Adams/Clay,1669
ma.uscongress.norfolk.ballot3.1825,LS0020,Sherman Leland,A03,Democratic-Republican,991
ma.uscongress.norfolk.ballot3.1825,EW0022,William Ellis,NA,NA,47
ma.uscongress.norfolk.ballot3.1825,SE0023,Ebenezer Seaver,NA,NA,25
ma.uscongress.norfolk.ballot3.1825,LJ0180,Jonathan Leonard,NA,NA,17
ma.uscongress.norfolk.ballot3.1825,VJ0041,Joseph Valentine,NA,NA,16
ma.uscongress.norfolk.ballot3.1825,NA,scattering,NA,NA,149
ma.uscongress.plymouth.1824,HA0079,Aaron Hobart,A07,Adams/Clay,1606
ma.uscongress.plymouth.1824,GE0012,Ebenezer Gay,A01,Federalist,296
ma.uscongress.plymouth.1824,BW0156,William Baylies,A01,Federalist,260
ma.uscongress.plymouth.1824,NA,scattering,NA,NA,31
ma.uscongress.suffolk.1824,WD0028,Daniel Webster,A01,Federalist,3669
ma.uscongress.suffolk.1824,NA,scattering,NA,NA,3
ma.uscongress.worcesternorth.1824,LJ0184,John Locke,A07,Adams/Clay,1524
ma.uscongress.worcesternorth.1824,KJ0074,Joseph G. Kendall,A01,Federalist,423
ma.uscongress.worcesternorth.1824,DS0058,Samuel Dana,A03,Democratic-Republican,186
ma.uscongress.worcesternorth.1824,JE0010,Eleazer James,A01,Federalist,365
ma.uscongress.worcesternorth.1824,LJ0196,Joseph Locke,NA,NA,4
ma.uscongress.worcesternorth.1824,JI0015,Ivers Jewett,NA,NA,2
ma.uscongress.worcesternorth.1824,KJ0066,Jonas Kendall,NA,NA,1
ma.uscongress.worcesternorth.1824,NA,scattering,NA,NA,10
ma.uscongress.worcestersouth.ballot4.1825,DJ0190,John Davis,A01,Federalist,1282
ma.uscongress.worcestersouth.ballot4.1825,SJ0437,Jonas Sibley,A03,Democratic-Republican,1207
ma.uscongress.worcestersouth.ballot4.1825,MP0084,Pliny Merrick,NA,NA,3
ma.uscongress.worcestersouth.ballot4.1825,DA0037,Austin Denny,NA,NA,1
ma.uscongress.worcestersouth.ballot4.1825,HT0161,Thomas Howe,NA,NA,1
ma.uscongress.worcestersouth.ballot4.1825,BS0122,Samuel M. Burnside,NA,NA,1
ma.uscongress.worcestersouth.ballot4.1825,NA,scattering,NA,NA,3
md.uscongress.1789,SJ0183,Joshua Seney,A01,Federalist,7616
md.uscongress.1789,CD0030,Daniel Carroll,A01,Federalist,5819
md.uscongress.1789,CB0013,Benjamin Contee,A01,Federalist,5476
md.uscongress.1789,GG0007,George Gale,A01,Federalist,5456
md.uscongress.1789,SW0028,William Smith,A01,Federalist,5415
md.uscongress.1789,SM0034,Michael J. Stone,A01,Federalist,5154
md.uscongress.1789,DG0004,George Dent,A02,Anti-Federalist,2731
md.uscongress.1789,SS0058,Samuel Sterett,A02,Anti-Federalist,2424
md.uscongress.1789,MJ0200,John F. Mercer,A02,Anti-Federalist,2339
md.uscongress.1789,FA0015,Abraham Faw,A02,Anti-Federalist,1964
md.uscongress.1789,DJ0119,John Done,A02,Anti-Federalist,1832
md.uscongress.1789,MW0069,William V. Murray,A02,Anti-Federalist,425
md.uscongress.1789,RN0009,Nathaniel Ramsay,NA,NA,36
md.uscongress.1789,CS0019,Samuel Chase,NA,NA,10
md.uscongress.1789,JT0019,Thomas Johnson,A01,Federalist,7
md.uscongress.1789,MJ0196,James MacHenry,NA,NA,2
md.uscongress.1789,SJ0184,John Scott,NA,NA,1
md.uscongress.1789,PW0039,William Paca,NA,NA,1
md.uscongress.1790,SS0058,Samuel Sterett,A09,Chesapeake,16420
md.uscongress.1790,PW0043,William Pinkney,A09,Chesapeake,10456
md.uscongress.1790,SJ0183,Joshua Seney,A09,Chesapeake,9887
md.uscongress.1790,MW0069,William Vans Murray,A09,Chesapeake,9647
md.uscongress.1790,KP0011,Philip Key,A09,Chesapeake,9640
md.uscongress.1790,SU0000,Upton Sheredine,A09,Chesapeake,9388
md.uscongress.1790,CD0030,Daniel Carroll,A09,Potomac,7532
md.uscongress.1790,GG0007,George Gale,A09,Potomac,7464
md.uscongress.1790,SM0034,Michael Jenifer Stone,A09,Potomac,7318
md.uscongress.1790,TJ0158,James Tilghman,A09,Potomac,7286
md.uscongress.1790,CB0013,Benjamin Contee,A09,Potomac,6528
md.uscongress.1790,NA,Dent,NA,NA,11
md.uscongress.1790,BJ0266,James Brown,NA,NA,1
md.uscongress1.1792,DG0004,George Dent,A01,Federalist,971
md.uscongress1.1792,PJ0127,John Parnham,A01,Federalist,647
md.uscongress1.1792,KP0001,Philip B. Key,A01,Federalist,555
md.uscongress2.1792,MJ0200,John F. Mercer,A02,Anti-Federalist,1405
md.uscongress2.1792,TJ0160,John Thomas,A01,Federalist,1039
md.uscongress2.1792,CR0017,Richard A. Contee,NA,NA,23
md.uscongress3.1792,FU0000,Uriah Forrest,A01,Federalist,1099
md.uscongress3.1792,DW0030,William Dorsey,A02,Anti-Federalist,430
md.uscongress3.1792,NA,scattering,NA,NA,1
md.uscongress4.1792,ST0060,Thomas Sprigg,A01,Federalist,497
md.uscongress5.1792,SS0062,Samuel Smith,A01,Federalist,1615
md.uscongress5.1792,RC0025,Charles Ridgely,A02,Anti-Federalist,1027
md.uscongress6.1792,CG0044,Gabriel Christie,A02,Anti-Federalist,1993
md.uscongress6.1792,MW0075,William Matthews,A01,Federalist,1141
md.uscongress6.1792,WJ0139,John Lee Webster,NA,NA,1
md.uscongress7.1792,HW0097,William Hindman,A01,Federalist,1389
md.uscongress7.1792,TJ0158,James Tilghman,A02,Anti-Federalist,1300
md.uscongress8.1792,MW0069,William Vans Murray,A01,Federalist,1515
md.uscongress8.1792,DL0009,Littleton Dennis,A01,Federalist,87
md.uscongress8.1792,WW0073,William Winder,NA,NA,6
md.uscongress8.1792,GJ0604,John Gimby,NA,NA,4
md.uscongress8.1792,PH0011,Henry Parker,NA,NA,2
md.uscongress8.1792,PJ0000,John L. Purnell,NA,NA,1
md.uscongress8.1792,SG0029,Gustaves Scott,NA,NA,1
md.uscongress1.1794,DG0004,George Dent,A01,Federalist,1600
md.uscongress1.1794,KP0001,Philip B. Key,A01,Federalist,768
md.uscongress2.1794,DG0008,Gabriel Duvall,A03,Democratic-Republican,1234
md.uscongress2.1794,CR0017,Richard A. Contee,A01,Federalist,542
md.uscongress3.1794,CJ0201,Jeremiah Crabb,A01,Federalist,1188
md.uscongress4.1794,ST0060,Thomas Sprigg,A01,Federalist,1698
md.uscongress4.1794,NR0020,Roger Nelson,A01,Federalist,1066
md.uscongress5.1794,SS0062,Samuel Smith,A03,Democratic-Republican,203
md.uscongress6.1794,CG0044,Gabriel Christie,A03,Democratic-Republican,2282
md.uscongress6.1794,WR0038,Robert Wright,A01,Federalist,958
md.uscongress7.1794,HW0097,William Hindman,A01,Federalist,1395
md.uscongress7.1794,JG0015,George Jackson,A03,Democratic-Republican,586
md.uscongress7.1794,WW0072,William Whitely,A03,Democratic-Republican,204
md.uscongress8.1794,MW0069,William Vans Murray,A01,Federalist,2343
md.uscongress1.1796,DG0004,George Dent,A01,Federalist,785
md.uscongress1.1796,KP0001,Philip B. Key,NA,NA,2
md.uscongress2.1796,SR0049,Richard Sprigg,A03,Democratic-Republican,1400
md.uscongress3.1796,CW0040,William Craik,A01,Federalist,660
md.uscongress3.1796,EB0002,Benjamin Edwards,A01,Federalist,635
md.uscongress4.1796,BG0023,George Baer,A01,Federalist,1792
md.uscongress4.1796,RS0013,Samuel Ringgold,A03,Democratic-Republican,695
md.uscongress5.1796,SS0062,Samuel Smith,A03,Democratic-Republican,337
md.uscongress6.1796,MW0075,William Mathews,A01,Federalist,1387
md.uscongress6.1796,CG0044,Gabriel Christie,A03,Democratic-Republican,1307
md.uscongress7.1796,HW0097,William Hindman,A01,Federalist,1665
md.uscongress7.1796,WR0038,Robert Wright,A03,Democratic-Republican,995
md.uscongress8.1796,DJ0122,John Dennis,A01,Federalist,903
md.uscongress1.1798,DG0004,George Dent,A01,Federalist,1241
md.uscongress1.1798,CJ0207,John Campbell,A01,Federalist,1038
md.uscongress2.1798,TJ0169,John Chew Thomas,A01,Federalist,1924
md.uscongress2.1798,SR0049,"Richard Sprigg, Jr.",A03,Democratic-Republican,1197
md.uscongress3.1798,CW0040,William Craik,A01,Federalist,1436
md.uscongress4.1798,BG0023,George Baer,A01,Federalist,2846
md.uscongress4.1798,HD0024,Daniel Heister,A03,Democratic-Republican,2338
md.uscongress5.1798,SS0062,Samuel Smith,A03,Democratic-Republican,2610
md.uscongress5.1798,WJ0140,James Winchester,A01,Federalist,1911
md.uscongress6.1798,CG0044,Gabriel Christie,A03,Democratic-Republican,2512
md.uscongress6.1798,TP0016,Philip Thomas,A01,Federalist,1956
md.uscongress7.1798,SJ0183,Joshua Seney,A03,Democratic-Republican,2061
md.uscongress7.1798,HW0097,William Hindman,A01,Federalist,1646
md.uscongress8.1798,DJ0122,John Dennis,A01,Federalist,460
md.uscongress1.1801,CJ0207,John Campbell,A01,Federalist,1207
md.uscongress1.1801,DF0005,Frances Digges,A03,Democratic-Republican,369
md.uscongress2.1801,SR0049,Richard Sprigg,A03,Democratic-Republican,1393
md.uscongress2.1801,TJ0160,John Thomas,A01,Federalist,750
md.uscongress3.1801,PT0052,Thomas Plater,A01,Federalist,964
md.uscongress3.1801,MP0018,Patrick Magruder,A03,Democratic-Republican,853
md.uscongress4.1801,HD0024,Daniel Heister,A03,Democratic-Republican,2460
md.uscongress4.1801,WE0027,Eli Williams,A01,Federalist,1825
md.uscongress5.1801,SS0062,Samuel Smith,A03,Democratic-Republican,1689
md.uscongress5.1801,RC0025,Charles Ridgely,A01,Federalist,21
md.uscongress6.1801,AJ0075,John Archer,A03,Democratic-Republican,1530
md.uscongress6.1801,CJ0219,John Carlisle,A01,Federalist,62
md.uscongress6.1801,TP0016,Philip Thomas,A01,Federalist,7
md.uscongress6.1801,RS0019,Samuel Rasin,NA,NA,2
md.uscongress6.1801,MN0012,Nicholas MacComus,NA,NA,1
md.uscongress6.1801,WR0038,Robert Wright,NA,NA,1
md.uscongress7.1801,NJ0026,Joseph H. Nicholson,A03,Democratic-Republican,883
md.uscongress7.1801,JS0001,Solomon Jones,NA,NA,3
md.uscongress8.1801,DJ0122,John Dennis,A01,Federalist,802
md.uscongress8.1801,PW0048,William Polk,A03,Democratic-Republican,95
md.uscongress1.1803,CJ0207,John Campbell,A01,Federalist,1733
md.uscongress1.1803,TW0029,William Thomas,A03,Democratic-Republican,446
md.uscongress2.1803,BW0122,Walter Bowie,A03,Democratic-Republican,2084
md.uscongress2.1803,BA0013,Alexander Boone,NA,NA,4
md.uscongress2.1803,CC0012,Charles Carroll,A01,Federalist,2
md.uscongress2.1803,MJ1120,John Manning,NA,NA,2
md.uscongress2.1803,VG0000,Gabriel Van Horn,NA,NA,1
md.uscongress2.1803,WH0052,Henry Whitemore,NA,NA,1
md.uscongress3.1803,PT0052,Thomas Plater,A01,Federalist,1874
md.uscongress3.1803,MP0018,Patrick Magruder,A03,Democratic-Republican,1507
md.uscongress3.1803,WR0116,Richard Wooten,A01,Federalist,232
md.uscongress4.1803,HD0024,Daniel Hiester,A03,Democratic-Republican,3571
md.uscongress4.1803,WE0027,Eli Williams,A01,Federalist,2379
md.uscongress4.1803,TF0001,Frisby Tilghman,NA,NA,1
md.uscongress5.1803,MN0021,Nicholas Moore,A03,Democratic-Republican,5069
md.uscongress5.1803,MW0092,William MacCreery,A03,Democratic-Republican,3610
md.uscongress5.1803,BG0026,George Buchanan,A01,Federalist,736
md.uscongress6.1803,AJ0075,John Archer,A03,Democratic-Republican,3227
md.uscongress6.1803,GC0002,Charles Gordon,NA,NA,1
md.uscongress7.1803,NJ0026,Joseph Nicholson,A03,Democratic-Republican,2132
md.uscongress7.1803,HW0097,William J. Hindman,A01,Federalist,7
md.uscongress7.1803,JS0001,Solomon Jones,NA,NA,1
md.uscongress8.1803,DJ0122,John Dennis,A01,Federalist,1751
md.uscongress8.1803,PJ0138,Joshua Prideaux,A03,Democratic-Republican,62
md.uscongress8.1803,RJ0049,James B. Robinson,A03,Democratic-Republican,8
md.uscongress8.1803,WA0005,Arthur Whitely,NA,NA,2
md.uscongress8.1803,HS0010,Samuel Heath,NA,NA,20
md.uscongress8.1803,TT0044,Thomas S. Tapett,NA,NA,2
md.uscongress8.1803,PW0048,William Polk,NA,NA,1
md.uscongress1.1804,CJ0207,John Campbell,A01,Federalist,1253
md.uscongress1.1804,TW0029,William Thomas,NA,NA,4
md.uscongress1.1804,TW0029,William Thomas,NA,NA,1
md.uscongress1.1804,TB0021,Barton Tabbs,NA,NA,NA
md.uscongress2.1804,CL0008,Leonard Covington,A03,Democratic-Republican,834
md.uscongress2.1804,VA0054,Archibald Van Horne,A03,Democratic-Republican,751
md.uscongress2.1804,HC0024,Clement Hill,A01,Federalist,18
md.uscongress2.1804,HJ0533,John Hall,NA,NA,1
md.uscongress3.1804,PT0052,Thomas Plater,A01,Federalist,955
md.uscongress3.1804,MP0018,Patrick Magruder,A03,Democratic-Republican,751
md.uscongress4.1804,NR0020,Roger Nelson,A03,Democratic-Republican,14
md.uscongress4.1804,WE0027,Eli Williams,A01,Federalist,1626
md.uscongress4.1804,HC0092,Charles Heck,NA,NA,3
md.uscongress4.1804,BW0159,William Beard,NA,NA,1
md.uscongress4.1804,BE0149,Edmund Boyde,NA,NA,1
md.uscongress4.1804,BB0014,Benjamin Brady,NA,NA,1
md.uscongress4.1804,MJ0262,James Morrison,NA,NA,1
md.uscongress4.1804,RG0050,George Rinehart,NA,NA,1
md.uscongress4.1804,SJ0052,John Shirer,NA,NA,1
md.uscongress4.1804,SJ0051,Jacob Shook,NA,NA,1
md.uscongress4.1804,TG0057,George Thistle,NA,NA,1
md.uscongress5.1804,MN0021,Nicholas R. Moore,A03,Democratic-Republican,2938
md.uscongress5.1804,MW0092,William MacCreery,A03,Democratic-Republican,2672
md.uscongress5.1804,HR0079,Robert Goodloe Harper,A01,Federalist,105
md.uscongress5.1804,SJ0047,John Stricker,A03,Democratic-Republican,34
md.uscongress5.1804,RC0025,Charles Ridgley,A01,Federalist,13
md.uscongress5.1804,MJ0196,James MacHenry,A01,Federalist,5
md.uscongress5.1804,BG0026,George Buchanan,NA,NA,4
md.uscongress5.1804,JE0007,Edward Johnson,A01,Federalist,2
md.uscongress5.1804,BC0098,Clement Brooke,A01,Federalist,1
md.uscongress5.1804,DW0114,William Duncan,A01,Federalist,1
md.uscongress5.1804,HJ0189,Jonathan Hughes,A01,Federalist,1
md.uscongress6.1804,AJ0075,John Archer,A03,Democratic-Republican,2042
md.uscongress6.1804,JA0018,Abraham Jarrett,NA,NA,1
md.uscongress7.1804,NJ0026,Joseph H. Nicholson,A03,Democratic-Republican,1792
md.uscongress7.1804,GJ0096,John Goldsborough,NA,NA,7
md.uscongress7.1804,GJ0096,John Goldsborough,NA,NA,3
md.uscongress7.1804,GJ0096,John Goldsborough,NA,NA,1
md.uscongress7.1804,JT0063,Thomas James,NA,NA,NA
md.uscongress7.1804,DG0040,George Dawson,NA,NA,NA
md.uscongress8.1804,GC0057,Charles Goldsborough,A01,Federalist,2397
md.uscongress8.1804,WH0017,Henry Waggaman,A03,Democratic-Republican,1840
md.uscongress8.1804,WW0073,William Winder,NA,NA,1
md.uscongress1.1806,CJ0207,John Campbell,A01,Federalist,1713
md.uscongress1.1806,CH0050,Henry H. Chapman,NA,NA,1
md.uscongress1.1806,DF0005,Francis Digges,NA,NA,1
md.uscongress2.1806,CL0008,Leonard Covington,A01,Federalist,1899
md.uscongress2.1806,VA0054,Archibald Van Horn,A03,Democratic-Republican,1349
md.uscongress2.1806,OB0000,Benjamin Owens,NA,NA,2
md.uscongress2.1806,MJ0200,John Francis Mercer,NA,NA,2
md.uscongress2.1806,NA,Holland,NA,NA,NA
md.uscongress3.1806,KP0001,Philip B. Key,A01,Federalist,1935
md.uscongress3.1806,MP0018,Patrick Magruder,A03,Democratic-Republican,1696
md.uscongress4.1806,NR0020,Roger Nelson,A03,Democratic-Republican,3962
md.uscongress4.1806,RN0010,Nathaniel Rochester,A04,Dissenting Republican,122
md.uscongress4.1806,WD0007,Daniel Weizel,NA,NA,4
md.uscongress4.1806,BE0149,Edmund Boyd,NA,NA,3
md.uscongress4.1806,FG0001,George Fedrich,NA,NA,3
md.uscongress4.1806,RJ0089,John Ragan,NA,NA,2
md.uscongress4.1806,ST0060,Thomas Sprigg,NA,NA,2
md.uscongress4.1806,LJ0517,John Dark Lynn,NA,NA,1
md.uscongress4.1806,BD0122,Daniel Boarman,NA,NA,1
md.uscongress4.1806,CW0014,William S. Compton,NA,NA,1
md.uscongress4.1806,DR0005,Robert Douglass,NA,NA,1
md.uscongress4.1806,FC0025,Christian Feightlich,NA,NA,1
md.uscongress4.1806,HS0068,Samuel Hughes,NA,NA,1
md.uscongress4.1806,KT0028,Thomas Kennedy,NA,NA,1
md.uscongress4.1806,LJ0237,John Langley,NA,NA,1
md.uscongress4.1806,MM0106,Matthias Miller,NA,NA,1
md.uscongress4.1806,SH0051,Henry Shaffer,NA,NA,1
md.uscongress4.1806,WE0027,Eli Williams,NA,NA,1
md.uscongress5.1806,MN0021,Nicholas Moore,A03,Democratic-Republican,6164
md.uscongress5.1806,MW0092,William MacCreery,A03,Democratic-Republican,3559
md.uscongress5.1806,BJ0327,Joshua Barney,A04,Dissenting Republican,2063
md.uscongress5.1806,SJ0201,John Scott,A01,Federalist,353
md.uscongress6.1806,MJ0205,John Montgomery,A03,Democratic-Republican,1885
md.uscongress6.1806,AJ0075,John Archer,A04,Dissenting Republican,1829
md.uscongress6.1806,SS0071,Samuel Sutton,NA,NA,38
md.uscongress7.1806,LE0016,Edward Lloyd,A03,Democratic-Republican,2614
md.uscongress7.1806,BJ0266,James Brown,A04,Dissenting Republican,607
md.uscongress7.1806,SH0028,Hugh Sherwood,NA,NA,1
md.uscongress7.1806,TS0083,Samuel Tilghman,NA,NA,1
md.uscongress8.1806,GC0057,Charles Goldsborough,A01,Federalist,3243
md.uscongress8.1806,QP0000,Philip Quinton,A04,Dissenting Republican,1466
md.uscongress8.1806,FH0020,Henry Fontaine,NA,NA,2
md.uscongress8.1806,TP0043,Peter Tofrett,NA,NA,2
md.uscongress8.1806,IT0002,Thomas Insley,NA,NA,1
md.uscongress8.1806,CH0098,Henry Craig,NA,NA,1
md.uscongress1.1808,CJ0207,John Campbell,A01,Federalist,1828
md.uscongress1.1808,FJ0074,James Fenwick,A03,Democratic-Republican,774
md.uscongress1.1808,PJ0155,John R. Plater,A01,Federalist,3
md.uscongress1.1808,MJ0207,John Mitchell,NA,NA,1
md.uscongress1.1808,SP0013,Philip Stewart,NA,NA,1
md.uscongress2.1808,VA0054,Archibald Van Horn,A03,Democratic-Republican,1770
md.uscongress2.1808,CH0056,Henry A. Callis,A01,Federalist,1183
md.uscongress3.1808,KP0001,Philip B. Key,A01,Federalist,2698
md.uscongress3.1808,WJ0178,John Wampler,A03,Democratic-Republican,1358
md.uscongress4.1808,NR0020,Roger Nelson,A03,Democratic-Republican,3078
md.uscongress4.1808,BU0002,Upton Bruce,A01,Federalist,2865
md.uscongress4.1808,RJ0398,John Ratton,NA,NA,3
md.uscongress5.1808,MN0021,Nicholas Moore,A03,Democratic-Republican,6857
md.uscongress5.1808,MA0045,Alexander MacKim,A03,Democratic-Republican,6642
md.uscongress5.1808,WW0073,William Winder,A01,Federalist,1818
md.uscongress6.1808,MJ0205,John Montgomery,A03,Democratic-Republican,2569
md.uscongress6.1808,SW0032,William Spencer,A01,Federalist,1642
md.uscongress6.1808,AJ0075,John Archer,A03,Democratic-Republican,781
md.uscongress7.1808,BJ0315,John Brown,A03,Democratic-Republican,2180
md.uscongress7.1808,GR0028,Robert H. Goldsborough,A01,Federalist,1541
md.uscongress7.1808,HJ0164,John Harwood,NA,NA,1
md.uscongress7.1808,LE0016,Edward Lloyd,NA,NA,1
md.uscongress8.1808,GC0057,Charles Goldsborough,A01,Federalist,2634
md.uscongress8.1808,NC0000,Charles Nutter,A03,Democratic-Republican,874
md.uscongress1.1810,SP0013,Philip Stewart,A01,Federalist,1474
md.uscongress1.1810,PJ0127,John Parnham,A03,Democratic-Republican,16
md.uscongress1.1810,HC0033,Caleb Hawkins,A03,Democratic-Republican,3
md.uscongress1.1810,RP0017,Parker Y. Reinerman,A01,Federalist,3
md.uscongress1.1810,CH0050,Henry H. Chapman,A01,Federalist,2
md.uscongress1.1810,DF0005,Francis Digges,A03,Democratic-Republican,1
md.uscongress1.1810,SW0035,William Somerville,A03,Democratic-Republican,1
md.uscongress2.1810,KJ0034,Joseph Kent,A03,Democratic-Republican,1713
md.uscongress2.1810,MJ0200,John F. Mercer,A01,Federalist,1325
md.uscongress3.1810,KP0001,Philip B. Key,A01,Federalist,777
md.uscongress4.1810,RS0013,Samuel Ringgold,A03,Democratic-Republican,1937
md.uscongress4.1810,GB0005,Benjamin Galloway,A01,Federalist,40
md.uscongress4.1810,LJ0499,John Lagen,NA,NA,16
md.uscongress4.1810,BE0149,Edmund Boyd,NA,NA,11
md.uscongress4.1810,GP0068,Patrick Garrity,NA,NA,6
md.uscongress4.1810,TM0015,Moses Tabbs,NA,NA,4
md.uscongress4.1810,CW0287,William Coddington,NA,NA,3
md.uscongress4.1810,BU0002,Upton Bruce,NA,NA,1
md.uscongress4.1810,CT0089,Thomas Cresap,NA,NA,1
md.uscongress4.1810,LJ0501,John Light,NA,NA,1
md.uscongress4.1810,MW0294,William MacLaughton,NA,NA,1
md.uscongress4.1810,MM0106,Matthias Miller,NA,NA,1
md.uscongress4.1810,WJ0180,John Witmer,NA,NA,1
md.uscongress5.1810,MA0045,Alexander MacKim,A03,Democratic-Republican,2811
md.uscongress5.1810,LP0015,Peter Little,A03,Democratic-Republican,2604
md.uscongress5.1810,MN0021,Nicholas Moore,A03,Democratic-Republican,2480
md.uscongress5.1810,BJ0327,Joshua Barney,A03,Democratic-Republican,2256
md.uscongress6.1810,MJ0205,John Montgomery,A03,Democratic-Republican,2877
md.uscongress6.1810,MT0057,Thomas G. Moffit,NA,NA,50
md.uscongress6.1810,AS0013,Stevenson Archer,NA,NA,3
md.uscongress6.1810,MJ0666,James Moffitt,NA,NA,1
md.uscongress6.1810,MJ0271,John Moffitt,NA,NA,1
md.uscongress6.1810,SW0032,William Spencer,NA,NA,1
md.uscongress6.1810,SJ0310,James Steel,NA,NA,1
md.uscongress7.1810,BJ0315,John Brown,A03,Democratic-Republican,2333
md.uscongress7.1810,HJ0997,James Harrison,NA,NA,2
md.uscongress7.1810,BJ0266,James Brown,NA,NA,1
md.uscongress7.1810,DP0065,Peter Denny,NA,NA,1
md.uscongress7.1810,HW0228,William Harrison,NA,NA,1
md.uscongress7.1810,BT0040,Thomas James Bullit,NA,NA,1
md.uscongress8.1810,GC0057,Charles Goldsborough,A01,Federalist,2462
md.uscongress8.1810,WT0027,Thomas Williams,A03,Democratic-Republican,936
md.uscongress8.1810,WL0015,Levin Winder,A01,Federalist,5
md.uscongress8.1810,CJ0222,John Cottman,NA,NA,1
md.uscongress8.1810,WJ0163,John Williams,NA,NA,1
md.uscongress1.1812,SP0013,Philip Stewart,A01,Federalist,2051
md.uscongress1.1812,DF0005,Francis Digges,A03,Democratic-Republican,9
md.uscongress1.1812,RM0043,Mark Richardson,NA,NA,4
md.uscongress1.1812,HC0033,Caleb Hawkins,A03,Democratic-Republican,3
md.uscongress1.1812,CH0050,Henry H. Chapman,A01,Federalist,1
md.uscongress1.1812,FJ0390,John Forbes,A03,Democratic-Republican,1
md.uscongress1.1812,HW0234,William G. Hunt,NA,NA,1
md.uscongress1.1812,PJ0155,John R. Plater,A01,Federalist,1
md.uscongress1.1812,RJ0614,Jonas Rogerson,NA,NA,1
md.uscongress1.1812,TJ0586,John B. Turner,NA,NA,1
md.uscongress2.1812,KJ0034,Joseph Kent,A03,Democratic-Republican,1905
md.uscongress2.1812,VA0054,Archibald Van Horn,A01,Federalist,1761
md.uscongress3.1812,HA0038,Alexander C. Hanson,A01,Federalist,2591
md.uscongress3.1812,LJ0073,John Linthicum,A03,Democratic-Republican,1706
md.uscongress4.1812,RS0013,Samuel Ringgold,A03,Democratic-Republican,3621
md.uscongress4.1812,TR0022,Roger B. Taney,A01,Federalist,3141
md.uscongress5.1812,MA0045,Alexander MacKim,A03,Democratic-Republican,4966
md.uscongress5.1812,MN0021,Nicholas Moore,A03,Democratic-Republican,4273
md.uscongress5.1812,LP0015,Peter Little,A03,Democratic-Republican,3818
md.uscongress6.1812,AS0013,Stevenson Archer,A03,Democratic-Republican,3147
md.uscongress6.1812,MT0057,Thomas Garrison Moffet,NA,NA,3
md.uscongress7.1812,WR0038,Robert Wright,A03,Democratic-Republican,2079
md.uscongress7.1812,TS0017,Samuel W. Thomas,A01,Federalist,1794
md.uscongress8.1812,GC0057,Charles Goldsborough,A01,Federalist,3497
md.uscongress8.1812,WT0027,Thomas Williams,A03,Democratic-Republican,1905
md.uscongress1.1814,SP0013,Philip Stewart,A01,Federalist,1486
md.uscongress1.1814,DF0005,Francis Digges,NA,NA,2
md.uscongress1.1814,PJ0155,John R. Plater,A01,Federalist,1
md.uscongress2.1814,HJ0191,John C. Herbert,A01,Federalist,1947
md.uscongress2.1814,KJ0034,Joseph Kent,A03,Democratic-Republican,1446
md.uscongress2.1814,MJ0200,John F. Mercer,A01,Federalist,2
md.uscongress3.1814,HA0038,Alexander C. Hanson,A01,Federalist,2445
md.uscongress3.1814,DJ0149,Joshua Delaplane,A01,Federalist,15
md.uscongress4.1814,BG0023,George Baer,A01,Federalist,2988
md.uscongress4.1814,RS0013,Samuel Ringgold,A03,Democratic-Republican,2821
md.uscongress4.1814,MJ0205,John Montgomery,NA,NA,2
md.uscongress4.1814,GD0052,Daniel Gear,NA,NA,1
md.uscongress4.1814,HW0062,William Heyser,NA,NA,1
md.uscongress5.1814,MN0021,Nicholas R. Moore,A03,Democratic-Republican,4526
md.uscongress5.1814,PW0043,William Pinkney,A03,Democratic-Republican,4494
md.uscongress5.1814,HJ0159,John E. Howard,A01,Federalist,2714
