candidate_id,candidate_name
BH0008,"Blair, Hugh"
BH0009,"Brown, Hugh"
BH0010,"Branham, Henry"
BH0011,"Bry, Henry"
BH0012,"Belt, Horatio"
BH0013,"Boyers, Henry"
BH0014,"Bugher, Henry"
BH0015,"Bates, Harvey"
BH0016,"Beaumont, Hunter and"
BH0017,"Bush, Henry"
BH0018,"Berry, Henry"
BH0019,"Bowmar, Herman"
BH0020,"Beeson, Henry"
BH0021,"Bachman, Henry"
BH0022,"Brown, Henry O."
BH0023,"Bideman, Henry"
BH0024,"Braun, Henry"
BH0025,"Bullard, Henry H."
BH0026,"Buckly, Henry"
BH0027,"Briscoe, Hanson"
BH0028,"Bantz, Henry"
BH0029,"Bail, Henry"
BH0030,"Bedir, Henry"
BH0031,"Beatty, Hugh"
BH0032,"Basky, Henry"
BH0033,"Belt, Humphrey, Jr."
BH0034,"Breckenridge, Henry M."
BH0035,"Browner, Henry"
BH0036,"Bradley, Henry"
BH0037,"Brice, Henry"
BH0038,"Baker, Henry"
BH0039,"Bow, H."
BH0040,"Borwssers, Henry"
BH0041,"Blow, Harvey"
BH0042,"Barber, Hiram H."
BH0043,"Bispham, Hinchman"
BH0044,"Becker, Henry"
BH0045,"Barricklow, Henry"
BH0046,"Banta, Henry"
BH0047,"Bedell, Hezekiah"
BH0048,"Bellinger, Henry"
BH0049,"Brown, Henry"
BH0050,"Bleecker, Harmanus"
BH0051,"Burt, Hachaliah"
BH0052,"Bloom, Henry"
BH0053,"Brown and George Wilson Associated, Heiskell and"
BH0054,"Bender, Hastings R."
BH0055,"Burchsted, Henry"
BH0056,"Brown, Henry M."
BH0057,"Beason, Henri"
BH0058,"Bradley, Henry"
BH0059,"Brinkerhoff, H. R."
BH0060,"Boylan, Hodge and"
BH0061,"Boyle, Hugh"
BH0062,"Baldwin, Henry"
BH0063,"Bowser, Henry"
BH0064,"Brandenburg, Henry"
BH0065,"Branson, Henry"
BH0066,"Bratton, Horace"
BH0067,"Brison, Hugh"
BH0068,"Bryan, Henry"
BH0069,"Braly, Her."
BH0070,"Brown, Henry"
BH0071,"Brush, Henry"
BH0072,"Bridge, Henry"
BH0073,"Broomfield, Henry"
BH0074,"Ballou, Hosea"
BH0075,"Burghardt, Hugo"
BH0076,"Baird, Henry"
BH0077,"Brimfield, Henry"
BH0078,"Barnard, Hezekiah"
BH0079,"Bromfield, Henry"
BH0080,"Beecher, Henry"
BH0081,"Brewster, Henry"
BH0082,"Brown, Henry"
BH0083,"Blanerhasset, Heman"
BH0084,"Burton, Hutchins G."
BH0085,"Brown, H."
BH0086,"Baldwin, Henry"
BH0087,"Blanchard, Henry"
BH0088,"Bowdoin, Hickman"
BH0089,"Bickford, Henry"
BH0090,"Boyle, H."
BH0091,"Brush, Henry"
BH0092,"Bacon, Henry"
BH0093,"Bagg, Henry"
BH0094,"Barnett, Henry"
BH0095,"Baley, Hachaliah"
BH0096,"Baker, Henry"
BH0097,"Brevoort, Henry"
BH0098,"Brown, Henry"
BH0099,"Bacon, Henry"
BH0100,"Bogert, Herman J."
BH0101,"Buel, Horace"
BH0102,"Brown, Henry"
BH0103,"Bull, Howell"
BH0104,"Bunt, Henry"
BH0105,"Baker, Hilary"
BH0106,"Belknap, Hezekiah"
BH0107,"Buttolph, Hezkiah"
BH0108,"Barlow, Henry"
BH0109,"Bailey, Hannah"
BH0110,"Bader, Henry"
BH0111,"Brown, Henry"
BH0112,"Boyles, Henry"
BH0113,"Ball, Henry"
BH0114,"Brackenridge, Henry H."
BH0115,"Barclay, Hugh"
BH0116,"Brooks, Henry S."
BH0117,"Beers, Henry P."
BH0118,"Balwin, Henry"
BH0119,"Beard, Hugh"
BH0120,"Brotts, Henry"
BH0121,"Butler, Harvey"
BH0122,"Boyer, Henry"
BH0123,"Binney, Horace"
BH0124,"Bell, Hamilton"
BH0125,"Brunner, Henry"
BH0126,"Brady, Hugh"
BH0127,"Brinkerhoof, Henry"
BH0128,"Bingham, Hugh"
BH0129,"Betz, Henry"
BH0130,"Bireley, Henry"
BH0131,"Brawley, Hugh"
BH0132,"Beltzhoover, Henry"
BH0133,"Buckingham, Henry"
BH0134,"Buell, Horatio"
BH0135,"Boob, Hiram Burnet"
BH0136,"Becker, Harman"
BH0137,"Baily, Hachaliah"
BH0138,"Black, Henry"
BH0139,"Boon, Hezekiah"
BH0140,"Burtch, Hemlock"
BH0141,"Bacon, Horace"
BH0142,"Baldwin, Henry"
BH0143,"Blount, Henry"
BH0144,"Boner, Henry"
BH0145,"Boughton, Hiram"
BH0146,"Barrington, Henry"
BH0147,"Bulson, Henry"
BH0148,"Bruzee, Henry"
BH0149,"Beetzhoover, Henry"
BH0150,"Bently, Henry"
BH0151,"Brown, Hezekiah"
BH0152,"Brooks, Henry"
BH0153,"Brewer, Henry"
BH0154,"Bowen, Henry"
BH0155,"Babcock, Harvey W."
BH0156,"Baird, Henry"
BH0157,"Bowman, Henry"
BH0158,"Berry, Hudson"
BH0159,"Blackledge, Henry"
BH0160,"Bacot, Henry H."
BH0161,"Buchans, Henry"
BH0162,"Brewster, Henry"
BH0163,"Bostwick, Henry H."
BH0164,"Beckman, Henry"
BH0165,"Bradford, Henry"
BH0166,"Burrill, Haman"
BH0167,"Broom, Henry"
BH0168,"Bryan, Henry H."
BH0169,"Blake, Hugh M."
BH0170,"Burr, Horace"
BH0171,"Brown, Henry H."
BH0172,"Barlow, Hubbard"
BH0173,"Brinkerhoff, Henry"
BH0174,"Beeson, Henry W."
BH0175,"Barksdall, Heckerson"
BH0176,"Burnley, Harden"
BH0177,"Burhans, Hendrick"
BH0178,"Brandt, Henry"
BH0179,"Banks, Henry"
BH0180,"Brayton, Henry"
BH0181,"Brooke, Humphrey B."
BH0182,"Broadwater, Henry"
BH0183,"Butt, Horatio"
BH0184,"Bussey, Henry"
BH0185,"Booker, Henry"
BH0186,"Brown, Harmanus"
BH0187,"Belsches, Hugh C."
BH0188,"Battaile, Hay"
BH0189,"Besson, Henry"
BH0190,"Briggs, Henry"
BH0191,"Buckey, Hezekiah"
BH0192,"Blackwell, Hiram"
BH0193,"Balch, Hezekiah"
BH0194,"Baly, Henry"
BH0195,"Beck, Henry A."
BH0196,"Barkstresser, Henry"
BH0197,"Boraef, Henry"
BH0198,"Beacher, Hopestill"
BH0199,"Brinker, Henry"
BH0200,"Brotherton, Hugh"
BH0201,"Bowen, Holland"
BH0202,"Berry, Henry"
BH0203,"Barnes, Hezekiah"
BH0204,"Bidleman, Henry"
BI0000,"Benton, Isaac"
BI0001,"Brickerhoff, Isaac"
BI0002,"Beers, Isaac"
BI0003,"Burkett, I."
BI0004,"Bonnett, Isaac"
BI0005,"Baird, Isaac"
BI0006,"Burton, Isaiah"
BI0007,"Briggs, Isaac"
BI0008,"Bradley, Isaac"
BI0009,"Butt, Isreal"
BI0010,"Burson, Isaac"
BI0011,"Blackford, Isaac"
BI0012,"Brown, Israel"
BI0013,"Barker, Isaac"
BI0014,"Baker, Isaac L."
BI0015,"Burneston, Isaac"
BI0016,"Briggs, Isaac"
BI0017,"Bartlet, Israel"
BI0018,"Bartlett, Israel"
BI0019,"Barton, Isaac"
BI0020,"Barnard, Isaac"
BI0021,"Bartlett, Ichabod"
BI0022,"Bloom, Isaac"
BI0023,"Barber, Isaac"
BI0024,"Brayton, Isaac"
BI0025,"Barnard, Isaac"
BI0026,"Bishop, Isaac"
BI0027,"Buel, Ira"
BI0028,"Buel, Isaac"
BI0029,"Broyton, Isaac"
BI0030,"Brame, Isaachar"
BI0031,"Burnet, Isaac G."
BI0032,"Barnes, Isaac"
BI0033,"Bennett, Isaac"
BI0034,"Bringhurst, Israel"
BI0035,"Boyer, Isaac"
BI0036,"Broning, Isaac"
BI0037,"Blazer, Isaac"
BI0038,"Backus, Isaac"
BI0039,"Brownson, Isaac"
BI0040,"Barton, Isaac"
BI0041,"Barnard, Isaac D."
BI0042,"Barker, Isaac B."
BI0043,"Bates, Isaac C."
BI0044,"Bunt, Isaac"
BI0045,"Barnard, Isaac"
BI0046,"Bennett, Isaac"
BI0047,"Boileau, Isaac"
BI0048,"Bliss, Ignatius"
BI0049,"Blossom, Ira A."
BI0050,"Beakham, Isaac"
BI0051,"Burr, Isaac"
BI0052,"Blanch, Isaac"
BI0053,"Blood, Isaac, Jr."
BI0054,"Burruss, Isaac"
BI0055,"Barker, Isaac Bowen"
BI0056,"Belcher, Ira"
BI0057,"Bryan, Isaac"
BI0058,"Bumpus, Isaac"
BI0059,"Burr, Isaac"
BI0060,"Benett, Isaac"
BI0061,"Babcock, I."
BI0062,"Burch, Isaac"
BI0063,"Brown, Isaac"
BI0064,"Bloomer, Isaac"
BI0065,"Barton, Isaac"
BI0066,"Burnie, Isaiah"
BI0067,"Bloomer, Isaac"
BI0068,"Bailey, Isaiah"
BI0069,"Baldwin, Israel"
BI0070,"Baldwin, Isaac"
BI0071,"Burr, Isaac"
BI0072,"Bion, Isaac"
BI0073,"Bowman, Isaac"
BI0074,"Belknap, Isaac"
BI0075,"Buncell, Isaiah"
BI0076,"Becker, Isaac"
BI0077,"Bunee, Isaiah"
BI0078,"Bailey, Isaac"
BI0079,"Barker, Isaac"
BI0080,"Beachamp, Isaac"
BI0081,"Burnet, Isaac"
BI0082,"Buck, Isaac"
BI0083,"Bleck, Isaac"
BI0084,"Bailey, Isaac"
BI0085,"Buckingham, Israel P."
BI0086,"Butler, Isaac"
BI0087,"Bull, Isaac"
BI0088,"Bassett, Isaac"
BJ0000,"Bogart, John"
BJ0001,"Baldwin, Jeptha"
BJ0002,"Bishop, John"
BJ0003,"Birney, James G."
BJ0004,"Barlow, James"
BJ0005,"Berryman, Josiah"
BJ0006,"Baird, J. L."
BJ0007,"Baldwin, J. L."
BJ0008,"Barker, Joseph"
BJ0009,"Bicknell, Joshua"
BJ0010,"Black, Joseph"
BJ0011,"Basiter, John"
BJ0012,"Boss, John L."
BJ0013,"Brown, John H."
BJ0014,"Barkman, Jacob"
BJ0015,"Bates, James W."
BJ0016,"Bates, John"
BJ0017,"Bartlett, Jonathan"
BJ0018,"Boss, John L., Jr."
BJ0019,"Brace, Jonathan"
BJ0020,"Bohn, Jacob"
BJ0021,"Boss, Joseph"
BJ0022,"Boss, Joseph, Jr."
BJ0023,"Bostwick, John"
BJ0024,"Bull, Jonathan"
BJ0025,"Bright, John"
BJ0026,"Bowen, Jonathan"
BJ0027,"Bridgham, J."
BJ0028,"Barnes, Jonathan"
BJ0029,"Berry, John"
BJ0030,"Barns, Jonathan"
BJ0031,"Bodwell, John"
BJ0032,"Brown, Jesse"
BJ0033,"Briggs, Joseph"
BJ0034,"Brainard, Jeremiah G."
BJ0035,"Barnes, James"
BJ0036,"Berry, James"
BJ0037,"Boggs, John M."
BJ0038,"Bowdoin, John"
BJ0039,"Bailey, Joseph"
BJ0040,"Bailey, Josiah"
BJ0041,"Brooks, John"
BJ0042,"Bowen, James"
BJ0043,"Bates, James"
BJ0044,"Bradbury, John"
BJ0045,"Balkam, John"
BJ0046,"Bean, Jonathan"
BJ0047,"Blanchard, James"
BJ0048,"Bridgi, James"
BJ0049,"Balch, Jeremiah O."
BJ0050,"Breathed, James"
BJ0051,"Bell, John"
BJ0052,"Barrette, James D."
BJ0053,"Baer, Jacob"
BJ0054,"Baldwin, Jonathan"
BJ0055,"Burger, John"
BJ0056,"Beatty, John"
BJ0057,"Blackwater, John"
BJ0058,"Bray, John"
BJ0059,"Beaverdielin, J."
BJ0060,"Black, John"
BJ0061,"Budd, Joseph"
BJ0062,"Brown, Jonathan"
BJ0063,"Brown, John"
BJ0064,"Bergen, Jeremiah V."
BJ0065,"Bridlain, Joseph"
BJ0066,"Burrows, Jabez"
BJ0067,"Broadhead, James"
BJ0068,"Broadhead, Jacob"
BJ0069,"Bryan, Jacob S."
BJ0070,"Brown, John"
BJ0071,"Brown, Jacob"
BJ0072,"Banning, John"
BJ0073,"Batson, John W."
BJ0074,"Bruyn, John C."
BJ0075,"Barker, Joseph"
BJ0076,"Burr, John"
BJ0077,"Broom, Jacob"
BJ0078,"Bayard, James A."
BJ0079,"Barker, J."
BJ0080,"Baynard, John"
BJ0081,"Ball, James"
BJ0082,"Bird, John"
BJ0083,"Brown, Josiah"
BJ0084,"Barker, James A."
BJ0085,"Barker, Josiah A."
BJ0086,"Barker, Joshua"
BJ0087,"Bishop, John C."
BJ0088,"Bool, John"
BJ0089,"Burton, Joshua"
BJ0090,"Broom, James M."
BJ0091,"Buys, James"
BJ0092,"Babcock, Joseph"
BJ0093,"Blodget, John"
BJ0094,"Bull, John"
BJ0095,"Bullock, Jonathan"
BJ0096,"Brown, John"
BJ0097,"Barringer, John"
BJ0098,"Battell, James"
BJ0099,"Bell, John"
BJ0100,"Booth, James, Jr."
BJ0101,"Brown, James A."
BJ0104,"Black, James R."
BJ0105,"Bryan, Joseph"
BJ0106,"Benton, Jeremiah"
BJ0107,"Bonnet, Jacob"
BJ0108,"Bright, Jacob"
BJ0109,"Bronaugh, James C."
BJ0110,"Bulloch, James"
BJ0111,"Bryan, Joseph"
BJ0112,"Ball, Jesse"
BJ0113,"Byrnes, James"
BJ0114,"Burchal, John"
BJ0115,"Bricknell, John"
BJ0116,"Barr, John"
BJ0117,"Bradshaw, John"
BJ0118,"Berrien, John MacPherson"
BJ0119,"Breyvogel, Jacob"
BJ0120,"Bowman, J."
BJ0121,"Black, John"
BJ0122,"Bolton, John"
BJ0123,"Bozeman, James"
BJ0124,"Beeckman, John, Jr."
BJ0125,"Bennet, Jacob"
BJ0126,"Beall, Jacob"
BJ0127,"Beardsley, John"
BJ0128,"Beale, Jacob"
BJ0129,"Bilbo, James"
BJ0130,"Brecht, Jacob"
BJ0131,"Battelle, Jonathan"
BJ0132,"Bandy, Jesse"
BJ0133,"Blair, James"
BJ0134,"Barnett, Joseph"
BJ0135,"Bullough, James S."
BJ0136,"Buyers, James"
BJ0137,"Buyers, John"
BJ0138,"Bauer, Jacob"
BJ0139,"Buchanan, John"
BJ0140,"Bowman, John"
BJ0141,"Bolles, Job T."
BJ0142,"Beasley, Jarrel"
BJ0143,"Blake, John W."
BJ0144,"Borough, Joseph"
BJ0145,"Badgley, Job"
BJ0146,"Bridgman, John"
BJ0147,"Black, John"
BJ0148,"Bell, Jonathan"
BJ0149,"Barber, John"
BJ0150,"Boyd, John"
BJ0151,"Brown, Jehu"
BJ0152,"Bird, James"
BJ0153,"Bebee, John"
BJ0154,"Barnet, John C."
BJ0155,"Bell, John"
BJ0156,"Bridges, John L."
BJ0157,"Bridges, John"
BJ0158,"Buckingham, Jedidah P."
BJ0159,"Bradshaw, John"
BJ0160,"Brown, John"
BJ0161,"Burnam, John, Junior"
BJ0162,"Bartholomew, Joseph"
BJ0163,"Bowyer, John"
BJ0164,"Brown, John"
BJ0165,"Beggs, James"
BJ0166,"Brown, James"
BJ0167,"Brownlee, James"
BJ0168,"Blair, John D."
BJ0169,"Brooke, John T."
BJ0170,"Brison, John"
BJ0171,"Botts, J. M."
BJ0172,"Blake, James"
BJ0173,"Badoeut, James P."
BJ0174,"Bryson, John"
BJ0175,"Brown, John"
BJ0176,"Brokenbrough, John"
BJ0177,"Barbour, J., Jr."
BJ0178,"Billups, J."
BJ0179,"Browne, John E."
BJ0180,"Breckenridge, John"
BJ0181,"Bell, John"
BJ0182,"Bush, John"
BJ0183,"Bradford, John M."
BJ0184,"Briscoe, John H."
BJ0185,"Brockenbrough, John"
BJ0186,"Bouldin, James"
BJ0187,"Billups, John"
BJ0188,"Bouldin, James W."
BJ0189,"Ball, James"
BJ0190,"Barnes, John S."
BJ0191,"Brough, John"
BJ0192,"Boyton, James"
BJ0193,"Bailey, John"
BJ0194,"Burress, Joseph"
BJ0195,"Bartlett, James"
BJ0196,"Battle, John"
BJ0197,"Baylor, James"
BJ0198,"Bohlen, John"
BJ0199,"Bush, James"
BJ0200,"Barret, James"
BJ0201,"Boyle, John"
BJ0202,"Beatty, James"
BJ0203,"Black, James"
BJ0204,"Blackburn, John"
BJ0205,"Bonnel, James"
BJ0206,"Bossert, Jacob"
BJ0207,"Bowen, Joel"
BJ0208,"Bowman, John Jacob"
BJ0209,"Blair, James"
BJ0210,"Bledsoe, Jesse"
BJ0211,"Buis, Jonathan"
BJ0212,"Boyd, John"
BJ0213,"Brannon, John"
BJ0214,"Broadwell, Josiah"
BJ0215,"Bruner, John"
BJ0216,"Breckenridge, James D."
BJ0217,"Ballard, James"
BJ0218,"Burwell, Joseph"
BJ0219,"Boyd, Joseph"
BJ0220,"Brown, Jacob"
BJ0221,"Buchanan, Johnston and"
BJ0222,"Breckenridge, Joseph C."
BJ0223,"Beatty, James"
BJ0224,"Burton, Jesse"
BJ0225,"Breckenridge, James C."
BJ0226,"Bullock, J."
BJ0227,"Brown, James"
BJ0228,"Burson, James"
BJ0229,"Busby, John"
BJ0230,"Bushong, Jacob"
BJ0231,"Bush, John V."
BJ0232,"Blecker, John"
BJ0233,"Barnett, Joseph"
BJ0234,"Baxter, James"
BJ0235,"Bartholomew, James"
BJ0236,"Breathitt, John"
BJ0237,"Boyd, Jonathan"
BJ0238,"Brown, J. W."
BJ0239,"Buford, John"
BJ0240,"Beauchamp, Jereboam"
BJ0241,"Berry, John"
BJ0242,"Barber, Joseph"
BJ0243,"Brackett, Joseph Warren"
BJ0244,"Boyer, John"
BJ0245,"Baker, Joseph"
BJ0246,"Barbee, James"
BJ0247,"Booth, James M."
BJ0248,"Bowell, Jesse"
BJ0249,"Bowers, John"
BJ0250,"Barkalow, James"
BJ0251,"Boalt, John"
BJ0252,"Bellechasse, Jos. D. D."
BJ0253,"Blanque, John"
BJ0254,"Bynum, J. A."
BJ0255,"Bellechasse, J."
BJ0256,"Brown, James"
BJ0257,"Brevard, Joseph F."
BJ0258,"Braden, Joseph"
BJ0259,"Barker, John"
BJ0260,"Barckley, John"
BJ0261,"Brough, John"
BJ0262,"Bowen, Joseph"
BJ0263,"Bradford, James M."
BJ0264,"Bossier, Justin"
BJ0265,"Brook, John"
BJ0266,"Brown, James"
BJ0267,"Barnes, Jacob"
BJ0268,"Beatty, John Conrad"
BJ0269,"Butcher, James"
BJ0270,"Bennett, James"
BJ0271,"Beall, John B."
BJ0272,"Baker, James"
BJ0273,"Boone, Joseph"
BJ0274,"Brown, John"
BJ0275,"Bond, James"
BJ0276,"Bower, John"
BJ0277,"Brown, John"
BJ0278,"Bennett, John"
BJ0279,"Bull, John"
BJ0280,"Bowen, John"
BJ0281,"Buchanan, John"
BJ0282,"Bennett, Joseph"
BJ0283,"Boyd, Joseph"
BJ0284,"Butt, John"
BJ0285,"Bonnel, James"
BJ0286,"Beard, Jacob"
BJ0287,"Bond, John C."
BJ0288,"Bozman, John L."
BJ0289,"Barkdull, Joseph"
BJ0290,"Brown, Joshua"
BJ0291,"Ballentine, John"
BJ0292,"Bayard, John H."
BJ0293,"Bowers, James"
BJ0294,"Boyd, John"
BJ0295,"Beers, John"
BJ0296,"Byland, John"
BJ0297,"Bough, John J."
BJ0298,"Briscol, Joseph"
BJ0299,"Brown, Joseph"
BJ0300,"Bodot, John"
BJ0301,"Buel, John"
BJ0302,"Burton, Jacob"
BJ0303,"Bureau, John P.R."
BJ0304,"Bowles, John"
BJ0305,"Buchanan, James A."
BJ0306,"Blair, John"
BJ0307,"Bissel, John P."
BJ0308,"Bailhache, John"
BJ0309,"Bois, James"
BJ0310,"Bayard, James H."
BJ0311,"Brewer, John"
BJ0312,"Belt, John S."
BJ0313,"Belt, James"
BJ0314,"Bowman, Jonathan"
BJ0315,"Brown, John"
BJ0316,"Bliss, Jacob"
BJ0317,"Bancroft, James"
BJ0318,"Boyden, James"
BJ0319,"Bridge, James"
BJ0320,"Bagley, John"
BJ0321,"Bailey, John"
BJ0322,"Boulden, James, Sr."
BJ0323,"Beatty, Joseph"
BJ0324,"Bliss, John"
BJ0325,"Baxter, Joseph"
BJ0326,"Brown, John"
BJ0327,"Barney, Joshua"
BJ0328,"Barrett, Joseph"
BJ0329,"Bartlett, Joseph"
BJ0330,"Boyle, James"
BJ0331,"Brown, Jeremiah"
BJ0332,"Burgess, Jonathan B."
BJ0333,"Boon, John"
BJ0334,"Beale, Josiah F."
BJ0335,"Boyd, Joseph C."
BJ0336,"Barr, John"
BJ0337,"Bennett, Jesse"
BJ0338,"Briscoe, John"
BJ0339,"Biays, James"
BJ0340,"Barker, Joshua"
BJ0341,"Bartlett, Josiah S."
BJ0342,"Bonner, James"
BJ0343,"Barricklow, John"
BJ0344,"Barns, James"
BJ0345,"Blair, John"
BJ0346,"Busson, James"
BJ0347,"Brown, John"
BJ0348,"Brown, Joseph"
BJ0349,"Bennett, John"
BJ0350,"Benny, Jonathan N."
BJ0351,"Benton, Jesse"
BJ0352,"Burrow, James"
BJ0353,"Bowdoin, James"
BJ0354,"Bond, Joshua S."
BJ0355,"Bars, James"
BJ0356,"Bisco, John"
BJ0357,"Bigelow, Joshua"
BJ0358,"Ball, John"
BJ0359,"Balis, John"
BJ0360,"Bryan, Joseph"
BJ0361,"Bambstead, Jeremiah"
BJ0362,"Baker, James"
BJ0363,"Brooks, Jonas"
BJ0364,"Brewer, John"
BJ0365,"Barley, John"
BJ0366,"Baker, John"
BJ0367,"Broughton, Joshua"
BJ0368,"Boyd, Joseph L."
BJ0369,"Blackford, John"
BJ0370,"Bale, Joshua"
BJ0371,"Burnham, James"
BJ0372,"Boales, John"
BJ0373,"Bradbury, James"
BJ0374,"Browne, Joseph, IV"
BJ0375,"Bayington, Joshua"
BJ0376,"Buchanan, John"
BJ0377,"Blunt, John"
BJ0378,"Brooks, James"
BJ0379,"Britton, Joshua"
BJ0380,"Bradford, John"
BJ0381,"Bradlee, Josiah"
BJ0382,"Braden, John"
BJ0383,"Beardman, John"
BJ0384,"Bissey, Joseph L."
BJ0385,"Billstock, Jonathan"
BJ0386,"Bullen, John"
BJ0387,"Barr, Jacob"
BJ0388,"Baker, James"
BJ0389,"Bushing, Job"
BJ0390,"Bond, Jacob"
BJ0391,"Barrett, John"
BJ0392,"Bartlett, Jeduthen"
BJ0393,"Beard, James"
BJ0394,"Baumgardner, Jacob"
BJ0395,"Barroll, James E."
BJ0396,"Bowker, Joel"
BJ0397,"Barney, John H."
BJ0398,"Berry, John"
BJ0399,"Berry, Jonathan"
BJ0400,"Bellyache, Joseph E."
BJ0401,"Beckett, John"
BJ0402,"Brooke, John J."
BJ0403,"Brooke, James"
BJ0404,"Buffinton, John"
BJ0405,"Banurres, James"
BJ0406,"Barnesof, James"
BJ0407,"Bancroft, Jonas"
BJ0408,"Bradlee, Joseph P."
BJ0409,"Berkham, James"
BJ0410,"Brown, James H."
BJ0411,"Bastow, John B."
BJ0412,"Bartlett, J."
BJ0413,"Bracket, James, Jr."
BJ0414,"Brevitt, John"
BJ0415,"Bisco, Josiah"
BJ0416,"Bacon, Jonathan"
BJ0417,"Bugnon, James"
BJ0418,"Brown, Joseph"
BJ0419,"Bierlo, Jacob"
BJ0420,"Bratton, Joshua"
BJ0421,"Bangs, John D."
BJ0422,"Barber, John T."
BJ0423,"Brown, Jonathan"
BJ0424,"Baton, Joseph"
BJ0425,"Boyd, Joseph G."
BJ0426,"Bundon, Jacob"
BJ0427,"Bartell, Jonathan"
BJ0428,"Bellows, John"
BJ0429,"Balehelder, Jonathan"
BJ0430,"Bullock, Joseph M."
BJ0431,"Blaneheard, J."
BJ0432,"Brays, James, Jr."
BJ0433,"Banett, J."
BJ0434,"Bruce, Joseph"
BJ0435,"Butcher, John"
BJ0436,"Boyle, Joseph G."
BJ0437,"Bates, Job"
BJ0438,"Bentley, John H."
BJ0439,"Bowman, Joshua"
BJ0440,"Blake, John S."
BJ0441,"Barnes, Joseph"
BJ0442,"Brownley, Joseph"
BJ0443,"Ball, Josiah"
BJ0444,"Brooke, John T."
BJ0445,"Brewster, J. L."
BJ0446,"Beers, Jabez"
BJ0447,"Blackwood, John"
BJ0448,"Barker, Jacob"
BJ0449,"Benedict, Jacob"
BJ0450,"Bemis, James D."
BJ0451,"Bowles, James H."
BJ0452,"Browning, John H."
BJ0453,"Bosley, James B."
BJ0454,"Benedict, James"
BJ0455,"Benjamin, James"
BJ0456,"Brown, John"
BJ0457,"Broome, James"
BJ0458,"Beall, John H."
BJ0459,"Belcher, Jason"
BJ0460,"Blake, Jeremiah"
BJ0461,"Buel, Jesse"
BJ0462,"Baits, John"
BJ0463,"Bosley, James H."
BJ0464,"Baker, John"
BJ0465,"Beatty, James"
BJ0466,"Barker, John"
BJ0467,"Bowdoin, James, Jr."
BJ0468,"Bullard, John"
BJ0469,"Bowe, John"
BJ0470,"Blackwell, J. T."
BJ0471,"Becker, John"
BJ0472,"Black, John"
BJ0473,"Benson, John"
BJ0474,"Berry, John M."
BJ0475,"Bowers, Jerathmeel"
BJ0476,"Billings, John"
BJ0477,"Bishop, John"
BJ0478,"Bloodgood, John"
BJ0479,"Brackett, James"
BJ0480,"Breese, John"
BJ0481,"Brodhead, John, Jr."
BJ0482,"Brooks, John J."
BJ0483,"Buffinton, J"
BJ0484,"Bacon, John"
BJ0485,"Bowers, John"
BJ0486,"Barker, Joseph"
BJ0487,"Brown, John"
BJ0488,"Burhans, John H."
BJ0489,"Burhans, John E."
BJ0490,"Bingham, Johnson"
BJ0491,"Bray, John"
BJ0492,"Brazer, John"
BJ0493,"Brown, Jonah"
BJ0494,"Bailey, Joseph"
BJ0495,"Buddington, Jonathan"
BJ0496,"Barstow, Jeremiah"
BJ0497,"Brigham, Jonas"
BJ0498,"Board, Joseph"
BJ0499,"Barker, Joseph"
BJ0500,"Bigelow, Jason"
BJ0501,"Bradley, Jared"
BJ0502,"Bush, Joseph Stair"
BJ0503,"Bailey, Jeremiah"
BJ0504,"Baxter, John"
BJ0505,"Brooks, John"
BJ0506,"Baker, Joseph"
BJ0507,"Bemis, Joseph"
BJ0508,"Barker, Josiah"
BJ0509,"Blake, John"
BJ0510,"Barton, J. J."
BJ0511,"Bigelow, James"
BJ0512,"Barrell, Joseph"
BJ0513,"Barney, Jacob"
BJ0514,"Barstow, John"
BJ0515,"Bull, John"
BJ0516,"Barry, Joshua"
BJ0517,"Bowman, Joseph"
BJ0518,"Buck, Joseph"
BJ0519,"Baxter, John"
BJ0520,"Brown, John"
BJ0521,"Brown, Joshua"
BJ0522,"Brickett, John"
BJ0523,"Ball, John S."
BJ0524,"Burton, John F."
BJ0525,"Bullnik, James B."
BJ0526,"Bonney, Josiah"
BJ0527,"Bean, Joseph"
BJ0528,"Brown, John"
BJ0529,"Baker, Joseph"
BJ0530,"Blanchard, Joseph"
BJ0531,"Briscoe, Jeremiah"
BJ0532,"Bines, John"
BJ0533,"Bailey, Joseph S."
BJ0534,"Berry, Jetham"
BJ0535,"Benton, Jonathan"
BJ0536,"Burkhart, Joshua"
BJ0537,"Barry, James"
BJ0538,"Besser, John S."
BJ0539,"Babcock, Joshua"
BJ0540,"Braly, James"
BJ0541,"Billinepley, Jephtha"
BJ0542,"Barns, James"
BJ0543,"Brown, Joseph"
BJ0544,"Bartlett, Josiah"
BJ0545,"Bartlett, Josiah"
BJ0546,"Bell, John"
BJ0547,"Barnum, Joshua, Jr."
BJ0548,"Beals, Joshua"
BJ0549,"Bailey, Joshua"
BJ0550,"Bacon, Josiah"
BJ0551,"Bradley, John"
BJ0552,"Bellows, John"
BJ0553,"Bartlett, Josiah"
BJ0554,"Benton, Josiah"
BJ0555,"Brooks, John"
BJ0556,"Bailey, Josiah"
BJ0557,"Brigham, James"
BJ0558,"Blanchard, Joseph"
BJ0559,"Bader, Joseph, Jr."
BJ0560,"Bevier, Josiah"
BJ0561,"Barnes, Judah"
BJ0562,"Bud, John"
BJ0563,"Badger, Joseph, Jr."
BJ0564,"Bartholomew, Jesse"
